TICKER,NAME,REGION,HOLDING,MARKET_CAP,STYLE,SECTOR,SECURITY_TYPE,ASSET_CLASS,DURATION,CREDIT,CLASSIFICATION,MIN,MAX
DBI,Designer Brands Inc,U.S.,Satellite,Small-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
DBJP,Xtrackers MSCI Japan Hedged Equity ETF,Developed Markets,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Blend ETP,0.0000,0.5000
DBMF,iMGP DBi Managed Futures Strategy ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Alternative,Non-Fixed Income,Non-Fixed Income,U.S. Alternative,0.0000,0.5000
DBO,Invesco DB Oil Fund,Global,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Commodity,Non-Fixed Income,Non-Fixed Income,Commodity,0.0000,0.0313
DBP,Invesco DB Precious Metals Fund,Global,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Commodity,Non-Fixed Income,Non-Fixed Income,Commodity,0.0000,0.1250
DBRG,DigitalBridge Group Inc,U.S.,Satellite,Small-cap,Blend,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
DBX,Dropbox Inc,U.S.,Satellite,Mid-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0400
DCI,Donaldson Co Inc,U.S.,Satellite,Mid-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0500
DCO,Ducommun Inc,U.S.,Satellite,Small-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
DCOM,Dime Community Bancshares Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
DCP,DCP Midstream LP,U.S.,Satellite,Non-Equity,Non-Equity,Energy,MLP,MLP,Non-Fixed Income,Non-Fixed Income,U.S. Energy MLP,0.0000,0.0100
DCPH,Deciphera Pharmaceuticals Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0200
DCT,Duck Creek Technologies Inc,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
DD,DuPont de Nemours Inc,U.S.,Satellite,Mid-cap,Blend,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0200
DDD,3D Systems Corp,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
DDEC,FT Cboe Vest U.S. Equity Deep Buffer ETF - DEC,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.5000
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.1250
DDOG,Datadog Inc,U.S.,Satellite,Large-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0500
DDS,Dillard's Inc,U.S.,Satellite,Small-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
DDWM,Wisdomtree Dynamic Currency Hedged International Equity Fund,Developed Markets,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Broad Market Blend ETP,0.0000,0.2500
DE,Deere & Co,U.S.,Satellite,Large-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0300
DEA,Easterly Government Properties Inc,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0500
DECK,Deckers Outdoor Corp,U.S.,Satellite,Mid-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0300
DEED,First Trust TCW Securitized Plus ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,U.S. Fixed Income,0.0000,0.2500
DEEP,Roundhill Acquirers Deep Value ETF,U.S.,Satellite,Small-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value ETP,0.0000,0.0625
DEF,Invesco Defensive Equity ETF,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.1250
DEI,Douglas Emmett Inc,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0300
DELL,Dell Technologies Inc,U.S.,Satellite,Large-cap,Value,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value Common Stock,0.0000,0.0500
DEM,WisdomTree Emerging Markets High Dividend Fund,Emerging Markets,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Large-cap Value ETP,0.0000,0.0625
DEN,Denbury Inc,U.S.,Satellite,Small-cap,Blend,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
DENN,Denny's Corp,U.S.,Satellite,Small-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
DES,WisdomTree US SmallCap Dividend Fund,U.S.,Satellite,Small-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value ETP,0.0000,0.0313
DEUS,Xtrackers Russell US Multifactor ETF,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.1250
DFAC,Dimensional US Core Equity 2 ETF,U.S.,Satellite,Small-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend ETP,0.0000,0.5000
DFAE,Dimensional Emerging Core Equity Market ETF,Emerging Markets,Satellite,Broad Market,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Growth ETP,0.0000,0.5000
DFAI,Dimensional International Core Equity Market ETF,Developed Markets,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Broad Market Blend ETP,0.0000,0.5000
DFAS,Dimensional US Small Cap ETF,U.S.,Satellite,Small-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend ETP,0.0000,0.5000
DFAT,Dimensional US Targeted Value ETF,U.S.,Satellite,Small-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend ETP,0.0000,0.5000
DFAU,Dimensional US Core Equity Market ETF,U.S.,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Blend ETP,0.0000,0.5000
DFAX,Dimensional World EX US Core Equity 2 ETF,Developed Markets,Satellite,Small-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Small-cap Blend ETP,0.0000,0.5000
DFE,WisdomTree Europe SmallCap Dividend Fund,Developed Markets,Satellite,Small-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Small-cap Value ETP,0.0000,0.0313
DFEB,FT Cboe Vest US Equity Deep Buffer ETF - February,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.5000
DFHY,Donoghue Forlines Tactical High Yield ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,High Yield,U.S. High Yield Fixed Income,0.0000,0.2500
DFIN,Donnelley Financial Solutions Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
DFIV,Dimensional International Value ETF,Developed Markets,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Blend ETP,0.0000,0.5000
DFJ,WisdomTree Japan SmallCap Dividend Fund,Developed Markets,Satellite,Small-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Small-cap Value ETP,0.0000,0.1250
DFNL,Davis Select Financial ETF,Global,Satellite,Broad Market,Value,Financials,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Value ETP,0.0000,0.1250
DFS,Discover Financial Services,U.S.,Satellite,Mid-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0200
DFUS,Dimensional US Equity ETF,U.S.,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Blend ETP,0.0000,0.5000
DG,Dollar General Corp,U.S.,Satellite,Large-cap,Blend,Consumer Staples,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0500
DGICA,Donegal Group Inc,U.S.,Satellite,Small-cap,Value,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0500
DGII,Digi International Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
DGL,Invesco DB Gold Fund,Global,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Commodity,Non-Fixed Income,Non-Fixed Income,Commodity,0.0000,0.2500
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,Emerging Markets,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Large-cap Blend ETP,0.0000,0.2500
DGRO,iShares Core Dividend Growth ETF,U.S.,Satellite,Broad Market,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Value ETP,0.0000,0.2500
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,U.S.,Satellite,Small-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value ETP,0.0000,0.1250
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.5000
DGS,Wisdom Tree Trust - WisdomTree Emerging Markets SmallCap Dividend Fund,Emerging Markets,Satellite,Small-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Small-cap Value ETP,0.0000,0.0625
DGX,Quest Diagnostics Inc,U.S.,Satellite,Mid-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0500
DH,Definitive Healthcare Corp,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0400
DHC,Diversified Healthcare Trust,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0200
DHI,DR Horton Inc,U.S.,Satellite,Mid-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0200
DHIL,Diamond Hill Investment Group Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
DHR,Danaher Corp,U.S.,Satellite,Large-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0500
DHS,WisdomTree US High Dividend Fund,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.0313
DHT,DHT Holdings Inc,U.S.,Satellite,Small-cap,Growth,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
DIA,SPDR Dow Jones Industrial Average ETF Trust,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.0625
DIAL,Columbia Diversified Fixed Income Allocation ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,U.S. Fixed Income,0.0000,0.1250
DIN,Dine Brands Global Inc,U.S.,Satellite,Small-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
DINT,Davis Select International ETF,Developed Markets,Satellite,Broad Market,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Broad Market Growth ETP,0.0000,0.1250
DIOD,Diodes Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
DIS,Walt Disney Co/The,U.S.,Satellite,Large-cap,Blend,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0500
DISH,DISH Network Corp,U.S.,Satellite,Mid-cap,Value,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0300
DIV,Global X SuperDividend US ETF,U.S.,Satellite,Broad Market,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Value ETP,0.0000,0.0625
DIVB,iShares US Dividend and Buyback ETF,U.S.,Satellite,Broad Market,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Value ETP,0.0000,0.2500
DIVO,Amplify CWP Enhanced Dividend,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.5000
DJAN,FT Cboe Vest U.S. Equity Deep Buffer ETF - JAN,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.5000
DJCO,Daily Journal Corp,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0500
DJD,Invesco Dow Jones Industrial Average Dividend ETF,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.2500
DJUL,FT Cboe Vest US Equity Deep Buffer ETF -Jul,U.S.,Satellite,Large-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth ETP,0.0000,0.5000
DJUN,FT Cboe Vest US Equity Deep Buffer ETF - JUN,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.5000
DK,Delek US Holdings Inc,U.S.,Satellite,Small-cap,Value,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
DKL,Delek Logistics Partners LP,U.S.,Satellite,Non-Equity,Non-Equity,Energy,MLP,MLP,Non-Fixed Income,Non-Fixed Income,U.S. Energy MLP,0.0000,0.0300
DKNG,DraftKings Inc,U.S.,Satellite,Mid-cap,Growth,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0200
DKS,Dick's Sporting Goods Inc,U.S.,Satellite,Mid-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0300
DLB,Dolby Laboratories Inc,U.S.,Satellite,Mid-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0400
DLN,WisdomTree US LargeCap Dividend Fund,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.0625
DLO,Dlocal Ltd/Uruguay,U.S.,Satellite,Mid-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0300
DLR,Digital Realty Trust Inc,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0500
DLS,WisdomTree International SmallCap Dividend Fund,Developed Markets,Satellite,Small-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Small-cap Value ETP,0.0000,0.0313
DLTH,Duluth Holdings Inc,U.S.,Satellite,Small-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
DLTR,Dollar Tree Inc,U.S.,Satellite,Large-cap,Blend,Consumer Staples,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0500
DLX,Deluxe Corp,U.S.,Satellite,Small-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
DM,Desktop Metal Inc,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
DMAR,FT Cboe Vest US Equity Deep Buffer ETF-Mar,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.5000
DMAY,FT Cboe Vest US Equity Deep Buffer ETF - May,U.S.,Satellite,Large-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth ETP,0.0000,0.5000
DMRC,Digimarc Corp,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0200
DMS,Digital Media Solutions Inc,U.S.,Satellite,Small-cap,Value,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
DMTK,DermTech Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
DMXF,iShares ESG Advanced MSCI EAFE ETF,Developed Markets,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Blend ETP,0.0000,0.5000
DNB,Dun & Bradstreet Holdings Inc,U.S.,Satellite,Mid-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0500
DNL,WisdomTree Global ex-US Quality Dividend Growth Fund,Developed Markets,Satellite,Large-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Growth ETP,0.0000,0.1250
DNLI,Denali Therapeutics Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
DNMR,Danimer Scientific Inc,U.S.,Satellite,Small-cap,Growth,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
DNOV,FT Cboe Vest US Equity Deep Buffer ETF- November,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.5000
DNOW,NOW Inc,U.S.,Satellite,Small-cap,Value,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
DNP,DNP Select Income Fund Inc,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,Closed-End Fund,Mixed Allocation,Non-Fixed Income,Non-Fixed Income,U.S. Mixed Allocation,0.0000,0.0313
DOC,Physicians Realty Trust,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0500
DOCT,FT Cboe Vest U.S. Equity Deep Buffer ETF - OCT,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.5000
DOCU,DocuSign Inc,U.S.,Satellite,Mid-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0300
DOL,WisdomTree International LargeCap Dividend Fund,Developed Markets,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Blend ETP,0.0000,0.0625
DOLE,Dole PLC,U.S.,Satellite,Small-cap,Value,Consumer Staples,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0500
DOMO,Domo Inc,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
DON,WisdomTree US MidCap Dividend Fund,U.S.,Satellite,Mid-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value ETP,0.0000,0.0625
DOOR,Masonite International Corp,U.S.,Satellite,Small-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0500
DORM,Dorman Products Inc,U.S.,Satellite,Small-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
DOV,Dover Corp,U.S.,Satellite,Mid-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0500
DOW,Dow Inc,U.S.,Satellite,Large-cap,Value,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value Common Stock,0.0000,0.0400
DOX,Amdocs Ltd,U.S.,Satellite,Mid-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0400
DPZ,Domino's Pizza Inc,U.S.,Satellite,Mid-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0200
DQ,Daqo New Energy Corp,China,Satellite,Broad Market,Multi-Style,Energy,ADR,Equity,Non-Fixed Income,Non-Fixed Income,China ADR,0.0000,0.0100
DRE,Duke Realty Corp,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0200
DRH,DiamondRock Hospitality Co,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0200
DRI,Darden Restaurants Inc,U.S.,Satellite,Mid-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0300
DRIO,DarioHealth Corp,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
DRIV,Global X Autonomous & Electric Vehicles ETF,Global,Satellite,Broad Market,Growth,Technology,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Growth ETP,0.0000,0.2500
DRQ,Dril-Quip Inc,U.S.,Satellite,Small-cap,Blend,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
DRRX,Durect Corp,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
DRSK,Aptus Defined Risk ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Mixed Allocation,Non-Fixed Income,Non-Fixed Income,U.S. Mixed Allocation,0.0000,0.5000
DRVN,Driven Brands Holdings Inc,U.S.,Satellite,Small-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
DSCF,Discipline Fund ETF,Global,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Mixed Allocation,Non-Fixed Income,Non-Fixed Income,Global Mixed Allocation,0.0000,0.5000
DSI,iShares Trust - iShares MSCI KLD 400 Social ETF,U.S.,Satellite,Large-cap,Blend,ESG,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.0625
DSKE,Daseke Inc,U.S.,Satellite,Small-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
DSL,DoubleLine Income Solutions Fund,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,Closed-End Fund,Fixed Income,Non-Specified,High Yield,U.S. High Yield Fixed Income,0.0000,0.0313
DSTL,Distillate US Fundamental Stability & Value ETF,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.2500
DT,Dynatrace Inc,U.S.,Satellite,Mid-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0400
