TICKER,NAME,REGION,HOLDING,MARKET_CAP,STYLE,SECTOR,SECURITY_TYPE,ASSET_CLASS,DURATION,CREDIT,CLASSIFICATION,MIN,MAX
RMR,RMR Group Inc/The,U.S.,Satellite,Small-cap,Value,Real Estate,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
RNA,Avidity Biosciences Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0400
RNG,RingCentral Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,Closed-End Fund,Mixed Allocation,Non-Fixed Income,Non-Fixed Income,U.S. Mixed Allocation,0.0000,0.0313
RNR,RenaissanceRe Holdings Ltd,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
RNRG,Global X Renewable Energy Producers ETF,Global,Satellite,Broad Market,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Growth ETP,0.0000,0.2500
RNST,Renasant Corp,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
ROAD,Construction Partners Inc,U.S.,Satellite,Small-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
ROAM,Hartford Multifactor Emerging  Markets ETF,Emerging Markets,Satellite,Broad Market,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Value ETP,0.0000,0.1250
ROBO,ROBO Global Robotics and Automation Index ETF,Global,Satellite,Broad Market,Growth,Technology,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Growth ETP,0.0000,0.2500
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,Global,Satellite,Broad Market,Growth,Technology,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Growth ETP,0.0000,0.2500
ROCC,Ranger Oil Corp,U.S.,Satellite,Small-cap,Value,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
ROCK,Gibraltar Industries Inc,U.S.,Satellite,Small-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
RODM,Hartford Multifactor Developed Markets ex-US ETF,Developed Markets,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Broad Market Blend ETP,0.0000,0.2500
ROG,Rogers Corp,U.S.,Satellite,Small-cap,Growth,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
ROIC,Retail Opportunity Investments Corp,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0400
ROIV,Roivant Sciences Ltd,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
ROK,Rockwell Automation Inc,U.S.,Satellite,Mid-cap,Growth,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0300
ROKU,Roku Inc,U.S.,Satellite,Mid-cap,Blend,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0200
ROL,Rollins Inc,U.S.,Satellite,Mid-cap,Growth,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0500
ROLL,RBC Bearings Inc,U.S.,Satellite,Mid-cap,Growth,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0400
ROOF,IQ US Real Estate Small Cap ETF,U.S.,Satellite,Small-cap,Value,Real Estate,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value ETP,0.0000,0.1250
ROP,Roper Technologies Inc,U.S.,Satellite,Large-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0500
RORO,ATAC US Rotation ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Mixed Allocation,Non-Fixed Income,Non-Fixed Income,U.S. Mixed Allocation,0.0000,0.0313
ROST,Ross Stores Inc,U.S.,Satellite,Mid-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0500
ROUS,Hartford Multifactor US Equity ETF,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.2500
RPAR,RPAR Risk Parity ETF,Global,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Mixed Allocation,Non-Fixed Income,Non-Fixed Income,Global Mixed Allocation,0.0000,0.2500
RPAY,Repay Holdings Corp,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0400
RPD,Rapid7 Inc,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0400
RPG,Invesco S&P 500 Pure Growth ETF,U.S.,Satellite,Large-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth ETP,0.0000,0.0625
RPM,RPM International Inc,U.S.,Satellite,Mid-cap,Blend,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0400
RPRX,Royalty Pharma PLC,U.S.,Satellite,Mid-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0500
