TICKER,NAME,CLASSIFICATION,CAPE,FWD_RETURN_FORECAST,LOWER_CONFIDENCE,UPPER_CONFIDENCE,F_PVALUE,MINIMUM_CAPE,MAXIMUM_CAPE,RSQUARED
MRTN,Marten Transport Ltd,U.S. Small-cap Blend Common Stock,32.21,0.0574,-0.0788,0.1935,0.0,6.92,44.38,0.4694
MSA,MSA Safety Inc,U.S. Mid-cap Growth Common Stock,43.84,-0.0517,-0.2636,0.16,0.0,8.28,38.45,0.4375
MSEX,Middlesex Water Co,U.S. Small-cap Growth Common Stock,40.28,0.1965,0.0407,0.3525,0.0,5.45,38.35,0.122
MSFT,Microsoft Corp,U.S. Large-cap Growth Common Stock,56.39,0.0156,-0.2165,0.2473,0.0,9.07,125.97,0.3353
MSM,MSC Industrial Direct Co Inc,U.S. Small-cap Blend Common Stock,17.89,0.098,-0.024,0.2193,0.0,8.19,31.51,0.2794
MTB,M&T Bank Corp,U.S. Mid-cap Blend Common Stock,10.96,0.1069,-0.0179,0.2324,0.0,4.19,22.52,0.4238
MTRN,Materion Corp,U.S. Small-cap Blend Common Stock,47.45,0.0211,-0.2124,0.2532,0.0,6.22,126.49,0.276
MTW,Manitowoc Co Inc/The,U.S. Small-cap Value Common Stock,18.63,-0.254,-0.5022,-0.0053,0.0,0.62,19.95,0.5083
MTX,Minerals Technologies Inc,U.S. Small-cap Value Common Stock,11.63,0.2113,0.092,0.3304,0.0,8.8,37.54,0.5438
MTZ,MasTec Inc,U.S. Mid-cap Value Common Stock,39.97,0.0336,-0.1864,0.253,0.0,2.88,172.48,0.5563
MUR,Murphy Oil Corp,U.S. Mid-cap Blend Common Stock,37.01,0.2255,-0.0094,0.4605,0.0,3.06,30.81,0.3237
MYE,Myers Industries Inc,U.S. Small-cap Value Common Stock,20.65,0.0183,-0.1346,0.1711,0.0,3.49,34.76,0.1382
NATI,National Instruments Corp,U.S. Mid-cap Growth Common Stock,50.92,-0.0197,-0.0885,0.0488,0.0,15.87,55.82,0.6198
NBN,Northeast Bank,U.S. Small-cap Blend Common Stock,14.13,0.0065,-0.1904,0.2035,0.0,5.06,22.16,0.2679
NBTB,NBT Bancorp Inc,U.S. Small-cap Blend Common Stock,13.01,0.0372,-0.0497,0.1233,0.0,4.78,19.17,0.347
NCR,NCR Corp,U.S. Small-cap Value Common Stock,9.81,0.2136,0.0398,0.3893,0.0,6.76,35.23,0.4625
NEE,NextEra Energy Inc,U.S. Large-cap Growth Common Stock,31.73,0.2139,0.0966,0.3308,0.0,5.3,28.51,0.1519
NEM,Newmont Corp,U.S. Mid-cap Blend Common Stock,23.21,0.0558,-0.1295,0.2408,0.0,5.18,72.11,0.3503
NEOG,Neogen Corp,U.S. Small-cap Growth Common Stock,45.24,0.2688,0.142,0.3966,0.0,32.0,196.05,0.6175
NEU,NewMarket Corp,U.S. Small-cap Blend Common Stock,17.43,0.1752,-0.2506,0.6008,0.0,0.67,37.26,0.1318
NFG,National Fuel Gas Co,U.S. Small-cap Blend Common Stock,12.09,0.071,-0.0365,0.178,0.0,6.49,21.55,0.4805
NHC,National HealthCare Corp,U.S. Small-cap Value Common Stock,13.86,0.0553,-0.0945,0.2038,0.0,0.7,19.53,0.7013
NHI,National Health Investors Inc,Real Estate REIT,13.72,0.095,-0.0178,0.2077,0.0,0.54,18.97,0.6292
NJR,New Jersey Resources Corp,U.S. Small-cap Blend Common Stock,19.58,0.0918,0.0182,0.1654,0.0,6.7,26.54,0.1999
NL,NL Industries Inc,U.S. Small-cap Blend Common Stock,11.77,0.0519,-0.1886,0.2918,0.0,5.25,6352.54,0.2521
NNN,NNN REIT Inc,Real Estate REIT,25.09,0.0794,-0.017,0.1765,0.0,2.09,32.04,0.3681
NPK,National Presto Industries Inc,U.S. Small-cap Blend Common Stock,12.37,0.0671,-0.0993,0.2333,0.0,2.33,13.49,0.1156
NR,Newpark Resources Inc,U.S. Small-cap Value Common Stock,284.37,-0.3237,-0.5623,-0.0847,0.0009,8.89,81.39,0.1175
NSC,Norfolk Southern Corp,U.S. Large-cap Growth Common Stock,24.02,0.0963,-0.0723,0.2641,0.0,5.39,26.15,0.0975
NSIT,Insight Enterprises Inc,U.S. Small-cap Value Common Stock,30.68,-0.0621,-0.2548,0.1284,0.0,1.75,40.54,0.5275
NSSC,Napco Security Technologies Inc,U.S. Small-cap Growth Common Stock,117.08,0.0699,-0.3576,0.4963,0.0002,6.09,134.63,0.1102
NTAP,NetApp Inc,U.S. Mid-cap Blend Common Stock,22.83,0.1375,-0.0387,0.3141,0.0,13.17,129.67,0.2144
NTRS,Northern Trust Corp,U.S. Mid-cap Blend Common Stock,12.7,0.1045,0.0096,0.2003,0.0,8.13,44.45,0.555
NUE,Nucor Corp,U.S. Large-cap Blend Common Stock,16.95,0.0817,-0.1702,0.3345,0.0002,5.89,26.17,0.1283
NVRI,Enviri Corp,U.S. Small-cap Value Common Stock,24.13,-0.1399,-0.3567,0.0774,0.0,2.85,36.94,0.4609
NWBI,Northwest Bancshares Inc,U.S. Small-cap Blend Common Stock,12.04,0.108,0.048,0.1683,0.0,7.47,21.22,0.7905
NWL,Newell Brands Inc,U.S. Small-cap Value Common Stock,5.27,0.1576,-0.0198,0.3353,0.0,2.22,22.55,0.5558
NWN,Northwest Natural Holding Co,U.S. Small-cap Blend Common Stock,15.13,0.0328,-0.0377,0.1033,0.0,5.21,21.44,0.5475
NYCB,New York Community Bancorp Inc,U.S. Mid-cap Blend Common Stock,11.08,-0.0108,-0.1526,0.1308,0.0,3.49,17.52,0.276
NYT,New York Times Co/The,U.S. Mid-cap Blend Common Stock,43.29,-0.0295,-0.3627,0.3031,0.0,2.03,44.07,0.0513
O,Realty Income Corp,Real Estate REIT,43.3,0.0934,0.0141,0.1732,0.0,4.48,50.67,0.2929
OCFC,OceanFirst Financial Corp,U.S. Small-cap Blend Common Stock,9.56,0.0289,-0.1091,0.1659,0.0,4.19,20.7,0.383
ODFL,Old Dominion Freight Line Inc,U.S. Large-cap Growth Common Stock,69.96,0.1607,-0.0471,0.3687,0.0,7.12,61.08,0.3389
OFC,Corporate Office Properties Trust,Real Estate REIT,35.37,0.0649,-0.045,0.1765,0.0,14.0,63.37,0.8212
OFIX,Orthofix Medical Inc,U.S. Small-cap Value Common Stock,42.55,-0.1069,-0.2444,0.0315,0.0,5.5,46.27,0.4652
OGE,OGE Energy Corp,U.S. Mid-cap Blend Common Stock,15.25,0.0771,-0.0434,0.1976,0.0,3.44,17.54,0.115
OHI,Omega Healthcare Investors Inc,Real Estate REIT,17.6,0.1401,-0.0278,0.3086,0.0,0.27,141.62,0.4339
OI,O-I Glass Inc,U.S. Small-cap Value Common Stock,8.11,0.0643,-0.1768,0.3045,0.0,2.45,55.67,0.2879
OKE,ONEOK Inc,U.S. Mid-cap Blend Common Stock,22.41,0.0821,-0.0751,0.2392,0.0,3.52,28.17,0.1932
OLP,One Liberty Properties Inc,Real Estate REIT,19.96,0.0153,-0.1847,0.2154,0.0001,0.66,18.91,0.1764
OMC,Omnicom Group Inc,U.S. Mid-cap Blend Common Stock,13.11,0.0952,-0.0165,0.2065,0.0,7.13,52.68,0.3731
OMI,Owens & Minor Inc,U.S. Small-cap Value Common Stock,9.31,0.009,-0.2407,0.2586,0.0104,7.62,35.03,0.0122
ONB,Old National Bancorp/IN,U.S. Small-cap Blend Common Stock,10.67,0.016,-0.1032,0.1351,0.0478,4.78,16.94,0.012
OPY,Oppenheimer Holdings Inc,U.S. Small-cap Value Common Stock,10.22,0.0395,-0.1679,0.2462,0.0017,3.17,34.86,0.1305
ORCL,Oracle Corp,U.S. Large-cap Growth Common Stock,34.24,0.0835,-0.0368,0.2032,0.0,16.17,282.4,0.5309
ORLY,O'Reilly Automotive Inc,U.S. Large-cap Growth Common Stock,43.94,0.1898,0.0708,0.3094,0.0,20.75,66.7,0.5093
OTTR,Otter Tail Corp,U.S. Small-cap Blend Common Stock,24.99,0.1225,0.0001,0.2451,0.0,4.6,32.08,0.0676
OVV,Ovintiv Inc,U.S. Mid-cap Value Common Stock,10.58,0.0362,-0.3107,0.3829,0.0007,1.24,15.57,0.0448
OXM,Oxford Industries Inc,U.S. Small-cap Blend Common Stock,21.07,0.1489,-0.1826,0.4794,0.0,2.25,131.11,0.2079
PAG,Penske Automotive Group Inc,U.S. Mid-cap Value Common Stock,18.7,0.0529,-0.0916,0.1963,0.0,3.98,23.21,0.6741
PAYX,Paychex Inc,U.S. Large-cap Growth Common Stock,39.01,0.0792,-0.056,0.214,0.0,12.76,137.42,0.2708
PCAR,PACCAR Inc,U.S. Large-cap Blend Common Stock,20.2,0.0016,-0.1061,0.1093,0.0,4.54,19.32,0.759
PCG,PG&E Corp,U.S. Large-cap Blend Common Stock,5.26,0.1528,-0.0306,0.3343,0.0,2.18,21.59,0.6725
PDCE,PDC Energy Inc,U.S. Mid-cap Blend Common Stock,23.57,0.1692,-0.1308,0.469,0.0,7.58,136.01,0.5973
PEAK,Healthpeak Properties Inc,Real Estate REIT,23.15,0.0153,-0.074,0.1053,0.0,2.54,26.26,0.6533
PEBO,Peoples Bancorp Inc/OH,U.S. Small-cap Blend Common Stock,10.22,0.0349,-0.1351,0.2053,0.0,2.99,20.33,0.2759
PEG,Public Service Enterprise Group Inc,U.S. Mid-cap Blend Common Stock,15.79,0.0423,-0.0624,0.1473,0.0,3.0,14.28,0.2452
PEGA,Pegasystems Inc,U.S. Small-cap Growth Common Stock,112.45,0.177,-0.0516,0.4076,0.0003,36.66,897.52,0.2834
PENN,Penn Entertainment Inc,U.S. Small-cap Value Common Stock,20.84,0.0293,-0.2601,0.3181,0.0,3.35,23.12,0.2139
PEP,PepsiCo Inc,U.S. Large-cap Blend Common Stock,28.89,0.0092,-0.0505,0.0684,0.0,12.46,23.25,0.3881
PFC,Premier Financial Corp,U.S. Small-cap Blend Common Stock,8.66,0.1335,-0.0806,0.3471,0.0,2.12,25.5,0.4867
PFE,Pfizer Inc,U.S. Large-cap Blend Common Stock,12.07,0.0475,-0.078,0.1721,0.0,3.63,47.74,0.5309
PG,Procter & Gamble Co/The,U.S. Large-cap Growth Common Stock,26.11,0.0363,-0.0402,0.1121,0.0,12.19,28.81,0.2407
PGR,Progressive Corp/The,U.S. Large-cap Blend Common Stock,22.52,0.1083,-0.0975,0.3141,0.0001,6.24,29.17,0.0883
PH,Parker-Hannifin Corp,U.S. Large-cap Blend Common Stock,27.04,0.0403,-0.0735,0.1548,0.0,8.3,28.05,0.2912
PHM,PulteGroup Inc,U.S. Mid-cap Blend Common Stock,11.12,0.1193,-0.2538,0.493,0.0154,2.27,87.24,0.0182
PII,Polaris Inc,U.S. Mid-cap Value Common Stock,15.33,0.1676,-0.0654,0.4,0.0,4.79,46.89,0.5399
PKE,Park Aerospace Corp,U.S. Small-cap Growth Common Stock,56.69,-0.1732,-0.2606,-0.0856,0.0,2.49,21.33,0.3797
PLAB,Photronics Inc,U.S. Small-cap Blend Common Stock,33.24,-0.0749,-0.3512,0.2001,0.0,0.91,62.2,0.3438
PLXS,Plexus Corp,U.S. Small-cap Value Common Stock,22.06,0.1239,0.0327,0.2145,0.0,13.31,185.31,0.7797
PNC,PNC Financial Services Group Inc/The,U.S. Large-cap Blend Common Stock,12.06,0.0717,-0.071,0.2146,0.0469,4.14,20.91,0.0217
PNR,Pentair PLC,U.S. Mid-cap Blend Common Stock,20.33,-0.041,-0.1489,0.0667,0.0,5.27,20.05,0.5581
PNW,Pinnacle West Capital Corp,U.S. Mid-cap Blend Common Stock,16.41,0.0628,-0.0566,0.1824,0.0142,3.51,20.52,0.0343
POOL,Pool Corp,U.S. Mid-cap Blend Common Stock,44.22,0.1446,-0.1372,0.4261,0.0001,10.04,61.21,0.1013
POWI,Power Integrations Inc,U.S. Small-cap Growth Common Stock,60.6,0.048,-0.0732,0.1697,0.0,21.98,99.41,0.4902
POWL,Powell Industries Inc,U.S. Small-cap Blend Common Stock,50.45,-0.1108,-0.2513,0.03,0.0,6.01,38.32,0.3357
PPG,PPG Industries Inc,U.S. Mid-cap Blend Common Stock,21.87,0.0825,-0.1131,0.2781,0.0014,5.47,34.37,0.0599
PPL,PPL Corp,U.S. Mid-cap Blend Common Stock,11.74,-0.0418,-0.1293,0.0456,0.0,2.91,11.43,0.7194
PRA,ProAssurance Corp,U.S. Small-cap Value Common Stock,9.14,0.1209,-0.0929,0.3357,0.0,4.23,18.97,0.2366
PRG,PROG Holdings Inc,U.S. Small-cap Value Common Stock,13.1,0.1962,0.0301,0.3615,0.0,11.38,35.71,0.2371
PRGS,Progress Software Corp,U.S. Small-cap Growth Common Stock,35.91,0.0502,-0.0449,0.145,0.0,13.38,60.39,0.275
PRK,Park National Corp,U.S. Small-cap Growth Common Stock,13.77,0.0293,-0.1019,0.1603,0.0001,4.03,17.56,0.0787
PRMW,Primo Water Corp,U.S. Small-cap Value Common Stock,67.25,-0.1849,-0.4479,0.0779,0.0,1.13,67.02,0.5532
PSA,Public Storage,Real Estate REIT,32.29,0.1322,0.04,0.2236,0.0,7.07,57.47,0.5984
PTC,PTC Inc,U.S. Mid-cap Growth Common Stock,80.79,-0.0265,-0.337,0.2847,0.0,5.21,106.36,0.1203
PVH,PVH Corp,U.S. Small-cap Value Common Stock,10.31,0.1983,-0.0516,0.4483,0.0,5.12,44.73,0.2245
PZZA,Papa John's International Inc,U.S. Small-cap Blend Common Stock,40.9,0.0399,-0.1301,0.2081,0.0,11.76,69.1,0.5375
QCRH,QCR Holdings Inc,U.S. Small-cap Blend Common Stock,12.12,0.1475,-0.0551,0.3508,0.0,7.37,32.67,0.4412
QGEN,QIAGEN NV,U.S. Mid-cap Growth Common Stock,32.72,0.1244,0.0043,0.2447,0.0,24.78,98.39,0.2554
R,Ryder System Inc,U.S. Small-cap Value Common Stock,16.74,-0.0298,-0.1427,0.0824,0.0,4.98,20.44,0.6781
RCKY,Rocky Brands Inc,U.S. Small-cap Value Common Stock,10.25,0.1429,-0.1972,0.4835,0.0,3.17,61.2,0.1786
RCL,Royal Caribbean Cruises Ltd,U.S. Mid-cap Blend Common Stock,1362.67,-0.9656,-1.1861,-0.7457,0.0,2.04,35.05,0.5294
REG,Regency Centers Corp,Real Estate REIT,38.73,0.0243,-0.1443,0.1922,0.0,5.67,77.59,0.3916
RES,RPC Inc,U.S. Small-cap Blend Common Stock,23.13,0.1246,-0.2457,0.4952,0.0,8.5,79.52,0.102
REX,REX American Resources Corp,U.S. Small-cap Value Common Stock,20.51,0.0575,-0.1625,0.2787,0.0,3.68,49.14,0.3901
RF,Regions Financial Corp,U.S. Mid-cap Blend Common Stock,12.36,-0.0166,-0.3283,0.2946,0.0,1.05,44.71,0.0832
RGA,Reinsurance Group of America Inc,U.S. Mid-cap Value Common Stock,11.25,0.1246,0.032,0.2186,0.0,6.24,22.16,0.6129
RHI,Robert Half Inc,U.S. Mid-cap Blend Common Stock,18.27,0.1579,0.0464,0.2698,0.0,11.5,86.16,0.5507
RJF,Raymond James Financial Inc,U.S. Mid-cap Blend Common Stock,21.82,0.081,-0.032,0.194,0.0,8.01,24.77,0.2755
RLI,RLI Corp,U.S. Small-cap Growth Common Stock,36.01,0.0463,-0.0545,0.1469,0.0,6.42,22.77,0.2039
RMD,ResMed Inc,U.S. Mid-cap Growth Common Stock,52.43,0.1437,0.0435,0.2432,0.0,26.28,95.93,0.4887
RNST,Renasant Corp,U.S. Small-cap Blend Common Stock,10.68,0.0868,-0.07,0.2439,0.0,4.79,26.72,0.4566
ROCK,Gibraltar Industries Inc,U.S. Small-cap Blend Common Stock,28.9,0.0548,-0.207,0.3166,0.0034,3.44,57.87,0.0343
ROG,Rogers Corp,U.S. Small-cap Growth Common Stock,36.18,0.101,-0.1308,0.3324,0.0001,9.55,118.39,0.0452
ROK,Rockwell Automation Inc,U.S. Large-cap Growth Common Stock,36.75,0.069,-0.1054,0.2432,0.0,4.39,34.39,0.1754
ROP,Roper Technologies Inc,U.S. Large-cap Growth Common Stock,49.51,0.1072,0.0098,0.2041,0.0,17.83,50.63,0.341
ROST,Ross Stores Inc,U.S. Large-cap Blend Common Stock,30.26,0.1766,0.0319,0.3215,0.0,11.7,41.87,0.3353
RPM,RPM International Inc,U.S. Mid-cap Blend Common Stock,28.75,0.0963,-0.0473,0.2397,0.003,5.58,27.45,0.0403
RPT,RPT Realty,Real Estate REIT,89.95,-0.3414,-0.523,-0.1593,0.0,1.44,34.05,0.5224
RRC,Range Resources Corp,U.S. Mid-cap Blend Common Stock,9.66,0.3977,-0.0011,0.7929,0.0,2.85,124.8,0.5682
RRX,Regal Rexnord Corp,U.S. Mid-cap Blend Common Stock,23.58,0.0145,-0.109,0.1384,0.0,6.99,23.89,0.3661
RS,Reliance Steel & Aluminum Co,U.S. Mid-cap Blend Common Stock,22.81,0.0352,-0.1397,0.2103,0.0,5.56,27.33,0.3162
RTX,Raytheon Technologies Corp,U.S. Large-cap Blend Common Stock,13.03,0.0955,-0.0031,0.1939,0.0486,5.5,25.74,0.0245
RUSHA,Rush Enterprises Inc,U.S. Small-cap Value Common Stock,21.74,0.0906,-0.0768,0.2573,0.0,2.8,36.69,0.3996
RUSHB,Rush Enterprises Inc,U.S. Small-cap Value Common Stock,23.09,0.0687,-0.0787,0.2164,0.0,5.38,34.44,0.5291
RVTY,Revvity Inc,U.S. Mid-cap Growth Common Stock,28.34,0.0943,-0.113,0.301,0.0,7.38,83.05,0.1506
RYN,Rayonier Inc,Real Estate REIT,50.08,-0.1304,-0.2336,-0.0271,0.0,3.38,22.21,0.6513
SAM,Boston Beer Co Inc/The,U.S. Small-cap Blend Common Stock,38.99,0.2397,0.0228,0.4575,0.0,19.7,93.81,0.3081
SANM,Sanmina Corp,U.S. Small-cap Value Common Stock,19.03,-0.0232,-0.3845,0.3393,0.0,0.71,220.16,0.3448
SASR,Sandy Spring Bancorp Inc,U.S. Small-cap Blend Common Stock,7.51,0.11,-0.0897,0.3087,0.0,3.27,25.81,0.2361
SBSI,Southside Bancshares Inc,U.S. Small-cap Blend Common Stock,12.25,0.0896,0.0277,0.1513,0.0,7.27,17.48,0.6607
SBUX,Starbucks Corp,U.S. Large-cap Growth Common Stock,39.8,0.2414,0.0304,0.4517,0.0,15.25,158.69,0.2972
SCHL,Scholastic Corp,U.S. Small-cap Value Common Stock,24.63,-0.023,-0.1413,0.0965,0.0,4.16,38.65,0.34
SCHN,Schnitzer Steel Industries Inc,U.S. Small-cap Value Common Stock,14.31,0.0467,-0.371,0.4657,0.0,3.97,41.3,0.1316
SCHW,Charles Schwab Corp/The,U.S. Large-cap Growth Common Stock,26.74,0.1273,-0.0014,0.2573,0.0,14.05,162.74,0.715
SCI,Service Corp International/US,U.S. Mid-cap Blend Common Stock,26.95,0.0823,-0.2606,0.425,0.008,1.34,37.75,0.0371
SCSC,ScanSource Inc,U.S. Small-cap Value Common Stock,9.7,-0.0035,-0.1696,0.1624,0.0256,12.39,58.63,0.0432
SCVL,Shoe Carnival Inc,U.S. Small-cap Value Common Stock,14.08,0.1442,-0.0147,0.3036,0.0,5.1,62.28,0.3341
SEB,Seaboard Corp,U.S. Small-cap Value Common Stock,11.6,0.2089,-0.1438,0.5621,0.0001,9.52,58.78,0.0482
SEIC,SEI Investments Co,U.S. Mid-cap Growth Common Stock,19.74,0.1417,-0.0333,0.3169,0.0,11.78,145.73,0.1815
SENEA,Seneca Foods Corp,U.S. Small-cap Value Common Stock,9.41,0.0425,-0.0562,0.1415,0.0348,11.27,51.37,0.0291
SF,Stifel Financial Corp,U.S. Mid-cap Blend Common Stock,14.94,0.3328,0.1071,0.5574,0.0,13.77,46.5,0.268
SFNC,Simmons First National Corp,U.S. Small-cap Blend Common Stock,8.5,0.1357,0.0294,0.2431,0.0,4.66,23.39,0.5697
SHEN,Shenandoah Telecommunications Co,U.S. Small-cap Growth Common Stock,31.98,0.0064,-0.1658,0.1798,0.0,7.17,41.58,0.534
SHOO,Steven Madden Ltd,U.S. Small-cap Blend Common Stock,17.18,0.2681,0.0818,0.4528,0.0,10.68,43.91,0.416
SHYF,Shyft Group Inc/The,U.S. Small-cap Value Common Stock,18.67,0.1006,-0.185,0.3861,0.0,3.13,80.41,0.239
SIGI,Selective Insurance Group Inc,U.S. Small-cap Blend Common Stock,23.88,0.0448,-0.1444,0.2344,0.0,5.85,30.6,0.1617
SJM,J M Smucker Co/The,U.S. Mid-cap Blend Common Stock,18.67,0.0678,-0.0209,0.1572,0.0,6.3,26.37,0.5103
SJW,SJW Group,U.S. Small-cap Growth Common Stock,29.25,0.0702,-0.081,0.221,0.0,6.3,39.03,0.1058
SKT,Tanger Factory Outlet Centers Inc,Real Estate REIT,18.85,0.1344,-0.0736,0.3423,0.0,4.18,61.03,0.4961
SKYW,SkyWest Inc,U.S. Small-cap Value Common Stock,16.54,0.0658,-0.2197,0.3521,0.0,3.55,58.93,0.2747
SLM,SLM Corp,U.S. Small-cap Blend Common Stock,10.11,-0.0521,-0.3442,0.2385,0.0,0.81,12.37,0.3466
SM,SM Energy Co,U.S. Small-cap Blend Common Stock,22.11,0.0428,-0.3601,0.4467,0.0391,3.42,63.58,0.0425
SMBC,Southern Missouri Bancorp Inc,U.S. Small-cap Blend Common Stock,13.52,0.1193,-0.011,0.248,0.0,6.15,22.45,0.5239
SMG,Scotts Miracle-Gro Co/The,U.S. Small-cap Blend Common Stock,11.28,0.1832,0.0526,0.3145,0.0,6.32,28.89,0.2169
SMTC,Semtech Corp,U.S. Small-cap Blend Common Stock,45.13,0.0594,-0.1379,0.2565,0.0,17.41,323.55,0.3641
SNA,Snap-on Inc,U.S. Mid-cap Blend Common Stock,20.33,0.1085,-0.0802,0.2974,0.0345,6.22,30.48,0.016
SO,Southern Co/The,U.S. Large-cap Blend Common Stock,19.7,0.0427,-0.0256,0.1112,0.0,2.28,14.76,0.4963
SON,Sonoco Products Co,U.S. Small-cap Value Common Stock,15.88,0.0632,-0.0355,0.1618,0.0025,5.13,18.25,0.0281
SPG,Simon Property Group Inc,Real Estate REIT,18.42,0.1805,0.0156,0.3462,0.0,6.96,44.25,0.6124
SPGI,S&P Global Inc,U.S. Large-cap Growth Common Stock,44.77,0.0718,-0.1511,0.2939,0.0,7.61,49.07,0.1567
SPXC,SPX Technologies Inc,U.S. Small-cap Blend Common Stock,42.49,-0.1273,-0.312,0.0572,0.0,2.13,17.07,0.1984
SR,Spire Inc,U.S. Small-cap Blend Common Stock,13.67,0.0841,0.0001,0.1678,0.0,4.4,20.88,0.1325
SRCE,1st Source Corp,U.S. Small-cap Blend Common Stock,12.56,0.067,-0.0878,0.2214,0.0,5.25,24.91,0.0863
SSB,SouthState Corp,U.S. Small-cap Blend Common Stock,13.11,0.1257,-0.0153,0.2662,0.0,7.86,30.69,0.3719
SSP,EW Scripps Co/The,U.S. Small-cap Value Common Stock,18.28,-0.1413,-0.3835,0.0991,0.0,0.19,52.37,0.3895
STBA,S&T Bancorp Inc,U.S. Small-cap Blend Common Stock,11.07,0.0297,-0.1238,0.1835,0.0,3.69,20.8,0.3259
STT,State Street Corp,U.S. Mid-cap Blend Common Stock,9.56,0.0967,-0.0406,0.2345,0.0,5.74,42.75,0.2501
STZ,Constellation Brands Inc,U.S. Large-cap Growth Common Stock,16.38,0.3074,0.058,0.5557,0.0,8.76,55.45,0.5219
SVC,Service Properties Trust,Real Estate REIT,29.97,-0.2421,-0.4165,-0.0676,0.0,1.74,18.22,0.5122
SWK,Stanley Black & Decker Inc,U.S. Mid-cap Value Common Stock,11.87,0.114,-0.0174,0.2449,0.0,6.23,27.92,0.3155
SWX,Southwest Gas Holdings Inc,U.S. Small-cap Value Common Stock,16.11,0.0808,-0.0202,0.1825,0.0,8.39,26.82,0.2824
SXI,Standex International Corp,U.S. Small-cap Blend Common Stock,25.88,0.0527,-0.167,0.2728,0.0053,4.03,28.78,0.0444
SXT,Sensient Technologies Corp,U.S. Small-cap Blend Common Stock,17.02,0.076,-0.0541,0.2065,0.0019,6.99,27.18,0.0414
SYBT,Stock Yards Bancorp Inc,U.S. Small-cap Growth Common Stock,16.8,0.0901,-0.0405,0.221,0.0002,8.67,29.7,0.141
SYK,Stryker Corp,U.S. Large-cap Growth Common Stock,39.59,0.1363,-0.0278,0.3011,0.0,17.08,81.6,0.2142
SYY,Sysco Corp,U.S. Large-cap Value Common Stock,26.34,0.0577,-0.079,0.1942,0.0,10.2,37.66,0.243
T,AT&T Inc,U.S. Large-cap Value Common Stock,4.85,0.045,-0.0542,0.1446,0.0,2.3,8.6,0.3871
TAP,Molson Coors Beverage Co,U.S. Mid-cap Blend Common Stock,13.7,0.0905,-0.062,0.2429,0.0,9.76,35.16,0.2543
TBI,TrueBlue Inc,U.S. Small-cap Value Common Stock,8.33,0.2819,0.0442,0.5198,0.0,8.77,64.32,0.322
TCBK,TriCo Bancshares,U.S. Small-cap Blend Common Stock,12.25,0.1064,-0.0356,0.2489,0.0,6.18,25.75,0.4587
TDS,Telephone and Data Systems Inc,U.S. Small-cap Value Common Stock,17.13,-0.0061,-0.1578,0.1455,0.0002,4.96,79.49,0.0543
TECH,Bio-Techne Corp,U.S. Mid-cap Growth Common Stock,87.66,0.082,-0.0904,0.2552,0.0,22.24,208.87,0.1473
TFC,Truist Financial Corp,U.S. Large-cap Blend Common Stock,7.43,0.079,-0.0401,0.1977,0.0,3.53,17.54,0.1788
TG,Tredegar Corp,U.S. Small-cap Value Common Stock,5.61,0.0507,-0.0296,0.1313,0.0,3.95,24.66,0.5712
TGNA,TEGNA Inc,U.S. Small-cap Blend Common Stock,7.75,-0.0849,-0.3734,0.2021,0.0,0.19,10.71,0.3979
TGT,Target Corp,U.S. Large-cap Value Common Stock,18.08,0.1018,-0.0473,0.2514,0.0,8.31,37.53,0.1555
THFF,First Financial Corp/IN,U.S. Small-cap Blend Common Stock,9.11,0.0831,0.0182,0.1486,0.0,5.5,17.51,0.5104
TILE,Interface Inc,U.S. Small-cap Value Common Stock,10.33,0.142,-0.1046,0.3897,0.0,5.25,61.75,0.3031
TJX,TJX Cos Inc/The,U.S. Large-cap Blend Common Stock,38.76,0.073,-0.0334,0.1805,0.0,10.95,45.85,0.5302
TKR,Timken Co/The,U.S. Mid-cap Blend Common Stock,20.79,-0.0086,-0.169,0.1515,0.0,4.23,17.37,0.229
TMP,Tompkins Financial Corp,U.S. Small-cap Blend Common Stock,10.72,0.0966,0.0094,0.1834,0.0,6.09,23.14,0.4651
TNC,Tennant Co,U.S. Small-cap Blend Common Stock,25.9,0.0573,-0.1018,0.216,0.0,5.81,41.06,0.1666
TOL,Toll Brothers Inc,U.S. Mid-cap Value Common Stock,15.31,0.1094,-0.1585,0.3775,0.0,6.21,44.57,0.1051
TR,Tootsie Roll Industries Inc,U.S. Small-cap Growth Common Stock,33.08,0.022,-0.0736,0.1172,0.0,14.76,43.54,0.0909
TRC,Tejon Ranch Co,U.S. Small-cap Growth Common Stock,86.08,0.0167,-0.1479,0.182,0.0035,85.66,7182.42,0.0577
TRMK,Trustmark Corp,U.S. Small-cap Blend Common Stock,10.34,0.0414,-0.0533,0.1363,0.0,5.05,16.21,0.1392
TRN,Trinity Industries Inc,U.S. Small-cap Value Common Stock,13.15,-0.0128,-0.2302,0.2039,0.0,2.42,19.3,0.3551
TRNS,Transcat Inc,U.S. Small-cap Blend Common Stock,73.58,0.018,-0.2316,0.2658,0.0,8.01,96.74,0.4264
TROW,T Rowe Price Group Inc,U.S. Mid-cap Growth Common Stock,14.64,0.263,0.188,0.3394,0.0,10.11,31.37,0.779
TRST,TrustCo Bank Corp NY,U.S. Small-cap Blend Common Stock,9.15,0.0169,-0.1201,0.154,0.0,4.24,16.51,0.162
